# Slice: URLLC | 112.217.128.200:322 -> 10.215.173.1:42698 (TCP)
# offset_sec  packet_size_bytes
0.000000 64
0.007614 64
0.046681 64
0.081803 64
0.112349 64
0.112998 64
0.136856 64
0.334987 64
0.389369 64
0.428396 64
0.465365 64
0.504391 64
1.102282 64
2.122687 64
4.114043 64
6.115531 64
8.114096 64
10.114715 64
12.115002 64
14.115760 64
16.116178 64
18.116436 64
20.117015 64
22.117955 64
24.119296 64
26.119057 64
28.124930 64
30.120819 64
32.121326 64
34.121373 64
36.121425 64
38.122077 64
40.123612 64
42.122424 64
44.123351 64
46.123452 64
48.123878 64
50.124002 64
52.124375 64
54.124478 64
56.124900 64
58.128327 64
60.126419 64
62.127238 64
64.129037 64
66.128951 64
68.129810 64
70.130111 64
72.130959 64
74.131474 64
76.132076 64
78.133018 64
80.133782 64
82.133912 64
84.135154 64
86.135971 64
88.135750 64
90.136488 64
92.137645 64
94.138091 64
96.138331 64
98.140413 64
100.139715 64
102.140176 64
104.141308 64
106.141891 64
108.143352 64
110.146313 64
112.147260 64
114.147104 64
116.154872 64
118.148863 64
120.149598 64
122.150435 64
124.150662 64
126.151560 64
128.151755 64
130.152721 64
132.153391 64
134.153381 64
136.155061 64
138.155579 64
140.156775 64
142.157781 64
144.159769 64
146.160467 64
148.160713 64
150.161617 64
152.165400 64
154.165859 64
156.167283 64
158.170231 64
160.167632 64
162.171200 64
164.170977 64
166.171663 64
168.172133 64
170.172477 64
172.174275 64
174.173693 64
176.174272 64
178.175409 64
180.175807 64
182.175976 64
184.177043 64
186.178152 64
188.178654 64
190.182183 64
192.182342 64
194.183792 64
196.183970 64
198.184458 64
200.185084 64
202.186085 64
204.188262 64
206.187718 64
208.188071 64
210.188666 64
212.188954 64
214.190555 64
216.191747 64
218.191140 64
220.192287 64
222.193293 64
224.193571 64
226.194387 64
228.195981 64
230.196408 64
232.197192 64
234.199258 64
236.198783 64
238.199995 64
240.200557 64
242.201042 64
244.201364 64
246.202102 64
248.203486 64
250.205382 64
252.207936 64
254.208861 64
256.208617 64
258.208513 64
260.209026 64
262.210663 64
264.210140 64
266.211281 64
268.211456 64
270.212057 64
272.212458 64
274.213633 64
276.214773 64
278.218171 64
280.220710 64
282.223107 64
284.222072 64
286.223502 64
288.224200 64
290.224221 64
292.226172 64
294.226780 64
296.227625 64
298.227967 64
300.228851 64
302.231274 64
304.231667 64
306.233213 64
308.233500 64
310.234150 64
312.235223 64
314.235386 64
316.236180 64
318.238383 64
320.237404 64
322.239262 64
324.238504 64
326.240162 64
328.246216 64
330.246048 64
332.247155 64
334.253935 64
336.248983 64
338.253565 64
340.253560 64
342.254365 64
344.254638 64
346.266501 64
348.258913 64
350.256449 64
352.257197 64
354.258394 64
356.258871 64
358.260497 64
360.261061 64
362.261069 64
364.262762 64
366.261757 64
368.262469 64
370.264107 64
372.264971 64
374.263920 64
376.264073 64
378.265602 64
380.265998 64
382.266773 64
384.268119 64
386.267532 64
388.268294 64
390.270936 64
392.270856 64
394.271236 64
396.271647 64
398.273332 64
400.274646 64
402.273426 64
404.274656 64
406.274879 64
408.276362 64
410.276763 64
412.277203 64
414.279270 64
416.278703 64
418.279788 64
420.280861 64
422.281667 64
424.283162 64
426.283065 64
428.283855 64
430.287957 64
432.284534 64
434.284594 64
436.285102 64
438.285156 64
440.285419 64
442.285606 64
444.288491 64
446.286514 64
448.286788 64
450.287733 64
452.288072 64
454.288761 64
456.289395 64
458.289246 64
460.290153 64
462.290165 64
464.290429 64
466.291962 64
468.291822 64
470.292229 64
472.292361 64
474.293367 64
476.293336 64
478.293509 64
480.294221 64
482.295089 64
484.295600 64
486.296563 64
488.297040 64
490.298783 64
492.298702 64
494.299256 64
496.299579 64
498.300135 64
500.302089 64
502.304192 64
504.304693 64
506.305177 64
508.305854 64
510.306060 64
512.306347 64
514.306660 64
516.307044 64
518.307726 64
520.308817 64
522.309586 64
524.310155 64
526.310446 64
528.311815 64
530.312062 64
532.313394 64
534.315177 64
536.315012 64
538.315460 64
540.316016 64
542.318275 64
544.317361 64
546.318830 64
548.319501 64
550.322221 64
552.324143 64
554.324274 64
556.325988 64
558.324486 64
560.324580 64
562.324839 64
564.325002 64
566.326180 64
568.326515 64
570.327242 64
572.332160 64
574.331516 64
576.332185 64
578.332777 64
580.332911 64
582.333032 64
584.333299 64
586.333728 64
588.334596 64
590.334863 64
592.335158 64
594.335903 64
596.337062 64
598.339151 64
600.341158 64
602.340295 64
604.343325 64
606.341579 64
608.341952 64
610.343557 64
612.345408 64
614.343998 64
616.344271 64
618.345318 64
620.346121 64
622.346329 64
624.347351 64
626.347989 64
628.347611 64
630.349395 64
632.348923 64
634.349343 64
636.349953 64
638.350355 64
640.350852 64
642.351378 64
644.351776 64
646.353240 64
648.353002 64
650.353590 64
652.354029 64
654.354503 64
656.354858 64
658.355461 64
660.355760 64
662.356645 64
664.356662 64
666.357812 64
668.358374 64
670.358598 64
672.359821 64
674.359483 64
676.359902 64
678.362001 64
680.361014 64
682.361204 64
684.361472 64
686.361805 64
688.362000 64
690.362536 64
692.363346 64
694.363232 64
696.364462 64
698.364083 64
700.364634 64
702.366165 64
704.365629 64
706.368726 64
708.368147 64
710.368496 64
712.368469 64
714.369299 64
716.369427 64
718.373028 64
720.374260 64
722.375190 64
724.375082 64
726.375276 64
728.375671 64
730.376112 64
732.378545 64
734.377997 64
736.378567 64
738.378789 64
740.379238 64
742.379967 64
744.381011 64
746.381357 64
748.381532 64
750.382165 64
752.384602 64
754.383674 64
756.384756 64
758.387109 64
760.389854 64
762.389278 64
764.389333 64
766.389556 64
768.390438 64
770.390787 64
772.390709 64
774.391054 64
776.391171 64
778.391949 64
780.393080 64
782.393784 64
784.393725 64
786.393992 64
788.394544 64
790.394735 64
792.396235 64
794.395424 64
796.396194 64
798.396666 64
800.397492 64
802.398328 64
804.398598 64
806.399365 64
808.399889 64
810.400869 64
812.400380 64
814.400840 64
816.401614 64
818.402029 64
820.402061 64
822.402708 64
824.403004 64
826.403543 64
828.405226 64
830.406326 64
832.406354 64
834.406801 64
836.408872 64
838.408496 64
840.409237 64
842.411122 64
844.410998 64
846.411466 64
848.411789 64
850.412849 64
852.412842 64
854.414085 64
856.414321 64
858.414406 64
860.414930 64
862.415599 64
864.415725 64
866.416556 64
868.416853 64
870.419536 64
872.417758 64
874.418390 64
876.420571 64
878.424275 64
880.422008 64
882.430692 64
884.423323 64
886.425864 64
888.424612 64
890.425345 64
892.427941 64
894.433704 64
896.429179 64
898.430059 64
900.430550 64
902.431655 64
904.431873 64
906.431889 64
908.438350 64
910.432531 64
912.432685 64
914.432858 64
916.434194 64
918.433639 64
920.433882 64
922.434611 64
924.434678 64
926.435024 64
928.435426 64
930.436128 64
932.436217 64
934.436484 64
936.439108 64
938.437545 64
940.437831 64
942.438056 64
944.438259 64
946.438713 64
948.440709 64
950.440753 64
952.440590 64
954.441165 64
956.441637 64
958.441850 64
960.442548 64
962.443729 64
964.445580 64
966.446233 64
968.449027 64
970.449614 64
972.449471 64
974.450483 64
976.451008 64
978.451190 64
980.451794 64
982.452038 64
984.452251 64
986.452482 64
988.452743 64
990.454850 64
992.455028 64
994.455609 64
996.455922 64
998.456191 64
1000.456334 64
1002.457102 64
1004.457713 64
1006.458425 64
1008.458780 64
1010.460960 64
1012.461086 64
1014.461974 64
1016.462279 64
1018.462855 64
1020.463693 64
1022.465707 64
1024.465267 64
1026.466612 64
1028.466701 64
1030.467214 64
1032.467848 64
1034.468236 64
1036.469890 64
1038.470225 64
1040.471452 64
1042.471441 64
1044.471593 64
1046.471782 64
1048.472364 64
1050.472573 64
1052.473791 64
1054.473983 64
1056.474378 64
1058.474946 64
1060.475696 64
1062.476466 64
1064.476625 64
1066.477355 64
1068.479826 64
1070.480186 64
1072.481614 64
1074.481922 64
1076.482035 64
1078.483329 64
1080.483679 64
1082.484084 64
1084.484706 64
1086.485803 64
1088.486125 64
1090.491442 64
1092.487059 64
1094.487298 64
1096.487490 64
1098.489163 64
1100.489594 64
1102.489811 64
1104.495320 64
1106.490703 64
1108.491079 64
1110.501070 64
1112.494570 64
1114.495124 64
1116.497441 64
1118.496858 64
1120.497776 64
1122.500512 64
1124.498055 64
1126.510776 64
1128.499508 64
1130.500547 64
1132.500695 64
1134.501176 64
1136.501552 64
1138.502798 64
1140.503545 64
1142.504732 64
1144.505986 64
1146.506648 64
1148.507377 64
1150.507664 64
1152.511446 64
1154.511910 64
1156.512841 64
1158.513579 64
1160.518153 64
1162.514339 64
1164.514482 64
1166.515414 64
1168.515329 64
1170.515564 64
