# Slice: URLLC | 10.215.173.1:49003 -> 112.217.128.200:13064 (UDP)
# offset_sec  packet_size_bytes
0.000000 64
0.502583 64
1.019831 64
1.508422 64
2.010654 64
2.515270 64
3.020606 64
3.525089 64
4.030420 64
4.535265 64
5.038605 64
5.545052 64
6.051129 64
6.552805 64
7.053217 64
7.557267 64
8.059524 64
8.569257 64
9.070758 64
9.580195 64
10.086504 64
10.587926 64
11.090916 64
11.590506 64
12.104991 64
12.608839 64
13.115480 64
13.623307 64
14.127708 64
14.628035 64
15.131586 64
15.635579 64
16.137948 64
16.643941 64
17.152375 64
17.654135 64
18.154946 64
18.660654 64
19.162328 64
19.668196 64
20.168651 64
20.679061 64
21.190434 64
21.691906 64
22.192541 64
22.693569 64
23.199247 64
23.702273 64
24.202284 64
24.703559 64
25.209877 64
25.714813 64
26.219473 64
26.723792 64
27.228469 64
27.732734 64
28.236330 64
28.738939 64
29.245812 64
29.753809 64
30.248857 64
30.754412 64
31.256926 64
31.760855 64
32.264672 64
32.768611 64
33.270196 64
33.773210 64
34.273359 64
34.778964 64
35.282708 64
35.788843 64
36.289401 64
36.799258 64
37.302636 64
37.803681 64
38.308857 64
38.812728 64
39.318967 64
39.825089 64
40.327505 64
40.835650 64
41.342988 64
41.843358 64
42.343548 64
42.846603 64
43.352737 64
43.849897 64
44.351374 64
44.860511 64
45.369795 64
45.871002 64
46.374238 64
46.875327 64
47.379970 64
47.888653 64
48.397708 64
48.898594 64
49.404236 64
49.912567 64
50.413932 64
50.922480 64
51.423769 64
51.929813 64
52.430295 64
52.939579 64
53.443144 64
53.951192 64
54.453077 64
54.957204 64
55.460278 64
55.961525 64
56.470301 64
56.980722 64
57.483782 64
57.984185 64
58.487514 64
58.986933 64
59.489140 64
59.990059 64
60.491081 64
60.996453 64
61.506457 64
62.006532 64
62.511044 64
63.014597 64
63.520655 64
64.021707 64
64.522050 64
65.024483 64
65.525505 64
66.032572 64
66.533988 64
67.043745 64
67.545963 64
68.051059 64
68.553938 64
69.057792 64
69.560133 64
70.060220 64
70.565494 64
